"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Anchorage Borough, AK","02020","2019","2019",58,288000,20.138888889
,"Anchorage Borough, AK","02020","2020","2020",94,287095,32.741775371
,"Anchorage Borough, AK","02020","2021","2021",127,288121,44.078703045
,"Anchorage Borough, AK","02020","2022","2022",136,287145,47.362830626
,"Anchorage Borough, AK","02020","2023 ","2023",205,286075,71.659529844
,"Bethel Census Area, AK","02050","2018","2018",Suppressed,18216,Suppressed
,"Bethel Census Area, AK","02050","2019","2019",Suppressed,18386,Suppressed
,"Bethel Census Area, AK","02050","2020","2020",Suppressed,18437,Suppressed
,"Bethel Census Area, AK","02050","2021","2021",Suppressed,18557,Suppressed
,"Bethel Census Area, AK","02050","2022","2022",Suppressed,18257,Suppressed
,"Bethel Census Area, AK","02050","2023 ","2023",Suppressed,18224,Suppressed
,"Bristol Bay Borough, AK","02060","2018","2018",0,877,Unreliable
,"Bristol Bay Borough, AK","02060","2019","2019",0,836,Unreliable
,"Bristol Bay Borough, AK","02060","2020","2020",0,788,Unreliable
,"Bristol Bay Borough, AK","02060","2021","2021",Suppressed,838,Suppressed
,"Bristol Bay Borough, AK","02060","2022","2022",Suppressed,865,Suppressed
,"Bristol Bay Borough, AK","02060","2023 ","2023",0,844,Unreliable
,"Denali Borough, AK","02068","2018","2018",0,2059,Unreliable
,"Denali Borough, AK","02068","2019","2019",0,2097,Unreliable
,"Denali Borough, AK","02068","2020","2020",Suppressed,2081,Suppressed
,"Denali Borough, AK","02068","2021","2021",0,1593,Unreliable
,"Denali Borough, AK","02068","2022","2022",0,1585,Unreliable
,"Denali Borough, AK","02068","2023 ","2023",0,1584,Unreliable
,"Dillingham Census Area, AK","02070","2018","2018",0,5000,Unreliable
,"Dillingham Census Area, AK","02070","2019","2019",Suppressed,4916,Suppressed
,"Dillingham Census Area, AK","02070","2020","2020",Suppressed,4833,Suppressed
,"Dillingham Census Area, AK","02070","2021","2021",Suppressed,4772,Suppressed
,"Dillingham Census Area, AK","02070","2022","2022",Suppressed,4723,Suppressed
,"Dillingham Census Area, AK","02070","2023 ","2023",Suppressed,4607,Suppressed
,"Fairbanks North Star Borough, AK","02090","2018","2018",12,98971,Unreliable
,"Fairbanks North Star Borough, AK","02090","2019","2019",17,96849,Unreliable
,"Fairbanks North Star Borough, AK","02090","2020","2020",11,95651,Unreliable
,"Fairbanks North Star Borough, AK","02090","2021","2021",23,95593,24.060339146
,"Fairbanks North Star Borough, AK","02090","2022","2022",24,95356,25.168840975
,"Fairbanks North Star Borough, AK","02090","2023 ","2023",23,94840,24.251370730
,"Haines Borough, AK","02100","2018","2018",0,2474,Unreliable
,"Haines Borough, AK","02100","2019","2019",0,2530,Unreliable
,"Haines Borough, AK","02100","2020","2020",0,2614,Unreliable
,"Haines Borough, AK","02100","2021","2021",0,2071,Unreliable
,"Haines Borough, AK","02100","2022","2022",Suppressed,2056,Suppressed
,"Haines Borough, AK","02100","2023 ","2023",0,2070,Unreliable
,"Hoonah-Angoon Census Area, AK","02105","2018","2018",0,2151,Unreliable
,"Hoonah-Angoon Census Area, AK","02105","2019","2019",0,2148,Unreliable
,"Hoonah-Angoon Census Area, AK","02105","2020","2020",0,2141,Unreliable
,"Hoonah-Angoon Census Area, AK","02105","2021","2021",0,2332,Unreliable
,"Hoonah-Angoon Census Area, AK","02105","2022","2022",Suppressed,2287,Suppressed
,"Hoonah-Angoon Census Area, AK","02105","2023 ","2023",Suppressed,2262,Suppressed
,"Juneau Borough, AK","02110","2018","2018",Suppressed,32113,Suppressed
,"Juneau Borough, AK","02110","2019","2019",Suppressed,31974,Suppressed
,"Juneau Borough, AK","02110","2020","2020",Suppressed,31849,Suppressed
,"Juneau Borough, AK","02110","2021","2021",13,31973,Unreliable
,"Juneau Borough, AK","02110","2022","2022",15,31685,Unreliable
,"Juneau Borough, AK","02110","2023 ","2023",14,31555,Unreliable
,"Kenai Peninsula Borough, AK","02122","2018","2018",14,58533,Unreliable
,"Kenai Peninsula Borough, AK","02122","2019","2019",Suppressed,58708,Suppressed
,"Kenai Peninsula Borough, AK","02122","2020","2020",14,59414,Unreliable
,"Kenai Peninsula Borough, AK","02122","2021","2021",20,59767,33.463282413
,"Kenai Peninsula Borough, AK","02122","2022","2022",15,60690,Unreliable
,"Kenai Peninsula Borough, AK","02122","2023 ","2023",18,61223,Unreliable
,"Ketchikan Gateway Borough, AK","02130","2018","2018",Suppressed,13918,Suppressed
,"Ketchikan Gateway Borough, AK","02130","2019","2019",Suppressed,13901,Suppressed
,"Ketchikan Gateway Borough, AK","02130","2020","2020",Suppressed,13747,Suppressed
,"Ketchikan Gateway Borough, AK","02130","2021","2021",Suppressed,13754,Suppressed
,"Ketchikan Gateway Borough, AK","02130","2022","2022",Suppressed,13741,Suppressed
,"Ketchikan Gateway Borough, AK","02130","2023 ","2023",Suppressed,13738,Suppressed
,"Kodiak Island Borough, AK","02150","2018","2018",0,13345,Unreliable
,"Kodiak Island Borough, AK","02150","2019","2019",Suppressed,12998,Suppressed
,"Kodiak Island Borough, AK","02150","2020","2020",Suppressed,12992,Suppressed
,"Kodiak Island Borough, AK","02150","2021","2021",Suppressed,12787,Suppressed
,"Kodiak Island Borough, AK","02150","2022","2022",Suppressed,12720,Suppressed
,"Kodiak Island Borough, AK","02150","2023 ","2023",Suppressed,12565,Suppressed
,"Lake and Peninsula Borough, AK","02164","2018","2018",0,1587,Unreliable
,"Lake and Peninsula Borough, AK","02164","2019","2019",0,1592,Unreliable
,"Lake and Peninsula Borough, AK","02164","2020","2020",Suppressed,1493,Suppressed
,"Lake and Peninsula Borough, AK","02164","2021","2021",0,1416,Unreliable
,"Lake and Peninsula Borough, AK","02164","2022","2022",0,1381,Unreliable
,"Lake and Peninsula Borough, AK","02164","2023 ","2023",0,1331,Unreliable
,"Matanuska-Susitna Borough, AK","02170","2018","2018",17,107610,Unreliable
,"Matanuska-Susitna Borough, AK","02170","2019","2019",22,108317,20.310754544
,"Matanuska-Susitna Borough, AK","02170","2020","2020",23,110213,20.868681553
,"Matanuska-Susitna Borough, AK","02170","2021","2021",38,110686,34.331351752
,"Matanuska-Susitna Borough, AK","02170","2022","2022",29,113325,25.590116920
,"Matanuska-Susitna Borough, AK","02170","2023 ","2023",41,115239,35.578233064
,"Nome Census Area, AK","02180","2018","2018",Suppressed,10008,Suppressed
,"Nome Census Area, AK","02180","2019","2019",Suppressed,10004,Suppressed
,"Nome Census Area, AK","02180","2020","2020",Suppressed,9909,Suppressed
,"Nome Census Area, AK","02180","2021","2021",Suppressed,9865,Suppressed
,"Nome Census Area, AK","02180","2022","2022",Suppressed,9835,Suppressed
,"Nome Census Area, AK","02180","2023 ","2023",Suppressed,9763,Suppressed
,"North Slope Borough, AK","02185","2018","2018",Suppressed,9872,Suppressed
,"North Slope Borough, AK","02185","2019","2019",Suppressed,9832,Suppressed
,"North Slope Borough, AK","02185","2020","2020",Suppressed,9294,Suppressed
,"North Slope Borough, AK","02185","2021","2021",Suppressed,10972,Suppressed
,"North Slope Borough, AK","02185","2022","2022",Suppressed,10805,Suppressed
,"North Slope Borough, AK","02185","2023 ","2023",Suppressed,10603,Suppressed
,"Northwest Arctic Borough, AK","02188","2018","2018",0,7671,Unreliable
,"Northwest Arctic Borough, AK","02188","2019","2019",Suppressed,7621,Suppressed
,"Northwest Arctic Borough, AK","02188","2020","2020",0,7644,Unreliable
,"Northwest Arctic Borough, AK","02188","2021","2021",0,7560,Unreliable
,"Northwest Arctic Borough, AK","02188","2022","2022",Suppressed,7423,Suppressed
,"Northwest Arctic Borough, AK","02188","2023 ","2023",Suppressed,7361,Suppressed
,"Petersburg Borough/Census Area, AK","02195","2018","2018",0,3221,Unreliable
,"Petersburg Borough/Census Area, AK","02195","2019","2019",0,3266,Unreliable
,"Petersburg Borough/Census Area, AK","02195","2020","2020",0,3296,Unreliable
,"Petersburg Borough/Census Area, AK","02195","2021","2021",0,3356,Unreliable
,"Petersburg Borough/Census Area, AK","02195","2022","2022",0,3360,Unreliable
,"Petersburg Borough/Census Area, AK","02195","2023 ","2023",0,3427,Unreliable
,"Prince of Wales-Hyder Census Area, AK","02198","2018","2018",Suppressed,6422,Suppressed
,"Prince of Wales-Hyder Census Area, AK","02198","2019","2019",0,6203,Unreliable
,"Prince of Wales-Hyder Census Area, AK","02198","2020","2020",Suppressed,6147,Suppressed
,"Prince of Wales-Hyder Census Area, AK","02198","2021","2021",Suppressed,5729,Suppressed
,"Prince of Wales-Hyder Census Area, AK","02198","2022","2022",0,5650,Unreliable
,"Prince of Wales-Hyder Census Area, AK","02198","2023 ","2023",Suppressed,5696,Suppressed
,"Sitka Borough, AK","02220","2018","2018",Suppressed,8647,Suppressed
,"Sitka Borough, AK","02220","2019","2019",Suppressed,8493,Suppressed
,"Sitka Borough, AK","02220","2020","2020",Suppressed,8405,Suppressed
,"Sitka Borough, AK","02220","2021","2021",Suppressed,8407,Suppressed
,"Sitka Borough, AK","02220","2022","2022",0,8382,Unreliable
,"Sitka Borough, AK","02220","2023 ","2023",Suppressed,8282,Suppressed
,"Skagway Municipality, AK","02230","2018","2018",0,1148,Unreliable
,"Skagway Municipality, AK","02230","2019","2019",0,1183,Unreliable
,"Skagway Municipality, AK","02230","2020","2020",0,1179,Unreliable
,"Skagway Municipality, AK","02230","2021","2021",0,1132,Unreliable
,"Skagway Municipality, AK","02230","2022","2022",Suppressed,1081,Suppressed
,"Skagway Municipality, AK","02230","2023 ","2023",Suppressed,1095,Suppressed
,"Southeast Fairbanks Census Area, AK","02240","2018","2018",0,6918,Unreliable
,"Southeast Fairbanks Census Area, AK","02240","2019","2019",0,6893,Unreliable
,"Southeast Fairbanks Census Area, AK","02240","2020","2020",Suppressed,6957,Suppressed
,"Southeast Fairbanks Census Area, AK","02240","2021","2021",Suppressed,6970,Suppressed
,"Southeast Fairbanks Census Area, AK","02240","2022","2022",Suppressed,7021,Suppressed
,"Southeast Fairbanks Census Area, AK","02240","2023 ","2023",Suppressed,7077,Suppressed
,"Valdez-Cordova Census Area, AK","02261","2018","2018",Suppressed,9164,Suppressed
,"Valdez-Cordova Census Area, AK","02261","2019","2019",Suppressed,9202,Suppressed
,"Valdez-Cordova Census Area, AK","02261","2020","2020",0,9346,Unreliable
,"Valdez-Cordova Census Area, AK","02261","2021","2021",Suppressed,9571,Suppressed
,"Valdez-Cordova Census Area, AK","02261","2022","2022",Suppressed,9463,Suppressed
,"Valdez-Cordova Census Area, AK","02261","2023 ","2023",Suppressed,9443,Suppressed
,"Wade Hampton Census Area, AK","02270","2018","2018",Suppressed,8303,Suppressed
,"Wade Hampton Census Area, AK","02270","2019","2019",Suppressed,8314,Suppressed
,"Wade Hampton Census Area, AK","02270","2020","2020",Suppressed,8328,Suppressed
,"Wade Hampton Census Area, AK","02270","2021","2021",Suppressed,8360,Suppressed
,"Wade Hampton Census Area, AK","02270","2022","2022",Suppressed,8278,Suppressed
,"Wade Hampton Census Area, AK","02270","2023 ","2023",Suppressed,8001,Suppressed
,"Wrangell City and Borough, AK","02275","2018","2018",0,2503,Unreliable
,"Wrangell City and Borough, AK","02275","2019","2019",0,2502,Unreliable
,"Wrangell City and Borough, AK","02275","2020","2020",0,2510,Unreliable
,"Wrangell City and Borough, AK","02275","2021","2021",0,2055,Unreliable
,"Wrangell City and Borough, AK","02275","2022","2022",Suppressed,2070,Suppressed
,"Wrangell City and Borough, AK","02275","2023 ","2023",0,2064,Unreliable
,"Yakutat Borough, AK","02282","2018","2018",0,604,Unreliable
,"Yakutat Borough, AK","02282","2019","2019",0,579,Unreliable
,"Yakutat Borough, AK","02282","2020","2020",0,637,Unreliable
,"Yakutat Borough, AK","02282","2021","2021",0,704,Unreliable
,"Yakutat Borough, AK","02282","2022","2022",0,700,Unreliable
,"Yakutat Borough, AK","02282","2023 ","2023",Suppressed,687,Suppressed
,"Yukon-Koyukuk Census Area, AK","02290","2018","2018",Suppressed,5327,Suppressed
,"Yukon-Koyukuk Census Area, AK","02290","2019","2019",Suppressed,5230,Suppressed
,"Yukon-Koyukuk Census Area, AK","02290","2020","2020",0,5077,Unreliable
,"Yukon-Koyukuk Census Area, AK","02290","2021","2021",Suppressed,5275,Suppressed
,"Yukon-Koyukuk Census Area, AK","02290","2022","2022",Suppressed,5179,Suppressed
,"Yukon-Koyukuk Census Area, AK","02290","2023 ","2023",Suppressed,5129,Suppressed
,"Apache County, AZ","04001","2018","2018",11,71818,Unreliable
,"Apache County, AZ","04001","2019","2019",Suppressed,71887,Suppressed
,"Apache County, AZ","04001","2020","2020",19,71875,Unreliable
,"Apache County, AZ","04001","2021","2021",28,65623,42.667967024
,"Apache County, AZ","04001","2022","2022",34,65432,51.962342585
,"Apache County, AZ","04001","2023 ","2023",39,65036,59.966787625
,"Cochise County, AZ","04003","2018","2018",25,126770,19.720754122
,"Cochise County, AZ","04003","2019","2019",27,125922,21.441844952
,"Cochise County, AZ","04003","2020","2020",46,127450,36.092585328
,"Cochise County, AZ","04003","2021","2021",42,126050,33.320111067
,"Cochise County, AZ","04003","2022","2022",42,125663,33.422725862
,"Cochise County, AZ","04003","2023 ","2023",42,124640,33.697047497
,"Coconino County, AZ","04005","2018","2018",31,142854,21.700477410
,"Coconino County, AZ","04005","2019","2019",20,143476,13.939613594
,"Coconino County, AZ","04005","2020","2020",43,142481,30.179462525
,"Coconino County, AZ","04005","2021","2021",42,145052,28.955133332
,"Coconino County, AZ","04005","2022","2022",36,144060,24.989587672
,"Coconino County, AZ","04005","2023 ","2023",36,144472,24.918323274
,"Gila County, AZ","04007","2018","2018",16,53889,Unreliable
,"Gila County, AZ","04007","2019","2019",18,54018,Unreliable
,"Gila County, AZ","04007","2020","2020",17,54303,Unreliable
,"Gila County, AZ","04007","2021","2021",22,53589,41.053201217
,"Gila County, AZ","04007","2022","2022",30,53922,55.635918549
,"Gila County, AZ","04007","2023 ","2023",25,54003,46.293724423
,"Graham County, AZ","04009","2018","2018",11,38072,Unreliable
,"Graham County, AZ","04009","2019","2019",Suppressed,38837,Suppressed
,"Graham County, AZ","04009","2020","2020",11,39211,Unreliable
,"Graham County, AZ","04009","2021","2021",16,39050,Unreliable
,"Graham County, AZ","04009","2022","2022",18,38779,Unreliable
,"Graham County, AZ","04009","2023 ","2023",Suppressed,39525,Suppressed
,"Greenlee County, AZ","04011","2018","2018",0,9483,Unreliable
,"Greenlee County, AZ","04011","2019","2019",0,9498,Unreliable
,"Greenlee County, AZ","04011","2020","2020",Suppressed,9341,Suppressed
,"Greenlee County, AZ","04011","2021","2021",Suppressed,9404,Suppressed
,"Greenlee County, AZ","04011","2022","2022",Suppressed,9302,Suppressed
,"Greenlee County, AZ","04011","2023 ","2023",Suppressed,9369,Suppressed
,"La Paz County, AZ","04012","2018","2018",Suppressed,21098,Suppressed
,"La Paz County, AZ","04012","2019","2019",Suppressed,21108,Suppressed
,"La Paz County, AZ","04012","2020","2020",10,21480,Unreliable
,"La Paz County, AZ","04012","2021","2021",Suppressed,16408,Suppressed
,"La Paz County, AZ","04012","2022","2022",16,16506,Unreliable
,"La Paz County, AZ","04012","2023 ","2023",Suppressed,16710,Suppressed
,"Maricopa County, AZ","04013","2018","2018",1064,4410824,24.122476889
,"Maricopa County, AZ","04013","2019","2019",1209,4485414,26.954033674
,"Maricopa County, AZ","04013","2020","2020",1616,4579081,35.290924096
,"Maricopa County, AZ","04013","2021","2021",1696,4496588,37.717487126
,"Maricopa County, AZ","04013","2022","2022",1647,4551524,36.185681983
,"Maricopa County, AZ","04013","2023 ","2023",1611,4585871,35.129640585
,"Mohave County, AZ","04015","2018","2018",40,209550,19.088523025
,"Mohave County, AZ","04015","2019","2019",41,212181,19.323125068
,"Mohave County, AZ","04015","2020","2020",56,217206,25.781976557
,"Mohave County, AZ","04015","2021","2021",64,217692,29.399334840
,"Mohave County, AZ","04015","2022","2022",73,220816,33.059198609
,"Mohave County, AZ","04015","2023 ","2023",77,223682,34.423869601
,"Navajo County, AZ","04017","2018","2018",13,110445,Unreliable
,"Navajo County, AZ","04017","2019","2019",32,110924,28.848581010
,"Navajo County, AZ","04017","2020","2020",39,112112,34.786641930
,"Navajo County, AZ","04017","2021","2021",53,108147,49.007369599
,"Navajo County, AZ","04017","2022","2022",47,108650,43.258168431
,"Navajo County, AZ","04017","2023 ","2023",55,109175,50.377833753
,"Pima County, AZ","04019","2018","2018",250,1039073,24.059907244
,"Pima County, AZ","04019","2019","2019",298,1047279,28.454690679
,"Pima County, AZ","04019","2020","2020",419,1061175,39.484533654
,"Pima County, AZ","04019","2021","2021",477,1052030,45.340912331
,"Pima County, AZ","04019","2022","2022",445,1057597,42.076518750
